product_a,product_b,cat_a,cat_b,coint_pval,adf_pval,hedge_ratio,spread_mean,spread_std,half_life
PANEL_1X4,OXYGEN_SHAKE_CHOCOLATE,panels,oxygen,0.7936,0.5768,-0.5783,14924.55,768.44,5619.1
PANEL_1X4,OXYGEN_SHAKE_GARLIC,panels,oxygen,0.8597,0.6766,-0.4782,15099.93,698.43,6338.3
PANEL_1X4,SNACKPACK_CHOCOLATE,panels,snacks,0.1623,0.0568,2.7969,-18133.0,616.78,1254.7
PANEL_1X4,SNACKPACK_VANILLA,panels,snacks,0.5161,0.2762,-2.2381,31996.18,732.11,2441.4
PANEL_1X4,SNACKPACK_PISTACHIO,panels,snacks,0.3908,0.1833,2.8047,-17235.38,647.36,1950.2
PANEL_1X4,SNACKPACK_STRAWBERRY,panels,snacks,0.7228,0.4859,-1.1534,21746.99,720.94,3988.2
PANEL_1X4,SNACKPACK_RASPBERRY,panels,snacks,0.879,0.7094,-0.1542,10951.21,833.62,9380.3
PANEL_2X4,PANEL_4X4,panels,panels,0.5903,0.3417,-0.2394,13630.7,617.57,3369.8
PANEL_2X4,PEBBLES_XS,panels,pebbles,0.0787,0.0231,-0.372,14019.62,320.4,944.4
PANEL_2X4,PEBBLES_S,panels,pebbles,0.0203,0.0046,-0.6242,16840.93,350.47,780.9
PANEL_2X4,PEBBLES_M,panels,pebbles,0.2955,0.1247,0.5031,6102.33,523.11,1878.3
PANEL_2X4,PEBBLES_L,panels,pebbles,0.6644,0.4172,0.0016,11248.84,627.19,3861.7
PANEL_2X4,PEBBLES_XL,panels,pebbles,0.0032,0.0006,0.3094,7174.0,302.21,582.0
PANEL_2X4,UV_VISOR_YELLOW,panels,uv_visor,0.585,0.3367,-0.0922,12275.86,624.03,3458.2
PANEL_2X4,UV_VISOR_AMBER,panels,uv_visor,0.2553,0.1026,-0.51,15300.58,367.2,1433.2
PANEL_2X4,UV_VISOR_ORANGE,panels,uv_visor,0.8468,0.6557,0.5702,5320.66,542.97,4138.0
PANEL_2X4,UV_VISOR_RED,panels,uv_visor,0.4128,0.1982,0.6309,4285.7,505.86,2065.9
PANEL_2X4,UV_VISOR_MAGENTA,panels,uv_visor,0.1995,0.074,0.7603,2816.95,419.23,1326.4
PANEL_2X4,ROBOT_VACUUMING,panels,robots,0.1061,0.0333,-0.8872,19398.08,409.71,1156.6
PANEL_2X4,ROBOT_MOPPING,panels,robots,0.4102,0.1964,0.548,5182.48,465.44,1931.9
PANEL_2X4,ROBOT_DISHES,panels,robots,0.0069,0.0013,0.8904,2345.43,384.37,480.5
PANEL_2X4,ROBOT_LAUNDRY,panels,robots,0.1609,0.0562,-0.681,17955.12,467.25,1520.8
PANEL_2X4,ROBOT_IRONING,panels,robots,0.2425,0.0959,-0.6169,16633.07,408.84,1396.7
PANEL_2X4,GALAXY_SOUNDS_DARK_MATTER,panels,galaxy,0.6697,0.4231,0.0907,10337.83,626.47,3876.0
PANEL_2X4,GALAXY_SOUNDS_BLACK_HOLES,panels,galaxy,0.0712,0.0204,0.5315,5170.97,365.91,1068.5
PANEL_2X4,GALAXY_SOUNDS_PLANETARY_RINGS,panels,galaxy,0.7898,0.5716,0.2108,8995.46,606.05,4447.6
PANEL_2X4,GALAXY_SOUNDS_SOLAR_WINDS,panels,galaxy,0.5818,0.3337,0.6089,4909.54,533.66,2591.0
PANEL_2X4,GALAXY_SOUNDS_SOLAR_FLAMES,panels,galaxy,0.6182,0.3689,-0.0636,11971.29,626.54,3643.5
PANEL_2X4,TRANSLATOR_SPACE_GRAY,panels,translators,0.1557,0.0538,-0.8387,19176.12,464.32,1423.5
PANEL_2X4,TRANSLATOR_ASTRO_BLACK,panels,translators,0.3347,0.1477,-0.7804,18589.53,497.29,1850.4
PANEL_2X4,TRANSLATOR_ECLIPSE_CHARCOAL,panels,translators,0.6444,0.3957,0.168,9616.7,624.34,3716.6
PANEL_2X4,TRANSLATOR_GRAPHITE_MIST,panels,translators,0.679,0.4335,0.2661,8582.28,612.95,3701.4
PANEL_2X4,TRANSLATOR_VOID_BLUE,panels,translators,0.1499,0.0513,0.7839,2753.07,432.63,1293.0
PANEL_2X4,SLEEP_POD_SUEDE,panels,sleep_pods,0.4709,0.2403,0.4691,5918.99,463.85,2116.0
PANEL_2X4,SLEEP_POD_LAMB_WOOL,panels,sleep_pods,0.7012,0.4592,0.2331,8771.31,619.76,3918.9
PANEL_2X4,SLEEP_POD_POLYESTER,panels,sleep_pods,0.4545,0.2281,0.482,5558.28,413.97,1836.3
PANEL_2X4,SLEEP_POD_NYLON,panels,sleep_pods,0.1,0.031,0.6705,4804.46,526.34,1601.6
PANEL_2X4,SLEEP_POD_COTTON,panels,sleep_pods,0.5677,0.3208,0.4956,5552.45,447.03,2197.6
PANEL_2X4,MICROCHIP_CIRCLE,panels,microchips,0.0987,0.0304,0.5469,6225.89,555.48,1770.9
PANEL_2X4,MICROCHIP_OVAL,panels,microchips,0.0785,0.023,-0.3307,13970.75,360.42,1143.4
PANEL_2X4,MICROCHIP_SQUARE,panels,microchips,0.6142,0.3649,0.2358,8060.31,455.17,2424.1
PANEL_2X4,MICROCHIP_RECTANGLE,panels,microchips,0.5645,0.3179,-0.5162,15773.15,492.61,2330.1
PANEL_2X4,MICROCHIP_TRIANGLE,panels,microchips,0.0434,0.0113,-0.5518,16610.15,426.52,1089.5
PANEL_2X4,OXYGEN_SHAKE_MORNING_BREATH,panels,oxygen,0.2013,0.0749,-0.5984,17249.46,490.69,1700.3
PANEL_2X4,OXYGEN_SHAKE_EVENING_BREATH,panels,oxygen,0.7183,0.4806,-0.1356,12522.5,624.84,4040.3
PANEL_2X4,OXYGEN_SHAKE_MINT,panels,oxygen,0.678,0.4324,-0.3703,14908.91,598.29,3509.2
PANEL_2X4,OXYGEN_SHAKE_CHOCOLATE,panels,oxygen,0.0476,0.0126,0.6892,4678.33,494.03,1289.5
PANEL_2X4,OXYGEN_SHAKE_GARLIC,panels,oxygen,0.0445,0.0116,0.5545,4652.77,337.54,916.7
PANEL_2X4,SNACKPACK_CHOCOLATE,panels,snacks,0.0391,0.01,-2.1197,32130.71,460.78,871.5
PANEL_2X4,SNACKPACK_VANILLA,panels,snacks,0.1543,0.0532,1.839,-7303.31,534.41,1354.8
PANEL_2X4,SNACKPACK_PISTACHIO,panels,snacks,0.1056,0.0331,-2.2671,32793.81,461.17,1089.2
PANEL_2X4,SNACKPACK_STRAWBERRY,panels,snacks,0.1106,0.0351,1.3053,-2709.68,410.07,1063.4
PANEL_2X4,SNACKPACK_RASPBERRY,panels,snacks,0.6659,0.4189,-0.0661,11931.55,627.09,3862.2
PANEL_4X4,PEBBLES_XS,panels,pebbles,0.6965,0.4538,0.0647,9399.39,447.3,3240.1
PANEL_4X4,PEBBLES_S,panels,pebbles,0.7443,0.5121,0.0058,9826.8,457.01,3570.8
PANEL_4X4,PEBBLES_M,panels,pebbles,0.743,0.5105,0.1004,8848.11,451.79,3479.8
PANEL_4X4,PEBBLES_L,panels,pebbles,0.4523,0.2264,0.2952,6874.82,418.48,2152.9
PANEL_4X4,PEBBLES_XL,panels,pebbles,0.5335,0.2907,-0.0957,11143.84,424.27,2466.6
PANEL_4X4,UV_VISOR_YELLOW,panels,uv_visor,0.6816,0.4364,0.1113,8659.38,450.7,3192.1
PANEL_4X4,UV_VISOR_AMBER,panels,uv_visor,0.7356,0.5014,0.0381,9577.35,455.46,3509.2
PANEL_4X4,UV_VISOR_ORANGE,panels,uv_visor,0.7717,0.5472,-0.069,10597.71,455.46,3718.7
PANEL_4X4,UV_VISOR_RED,panels,uv_visor,0.7481,0.5169,0.1345,8390.81,450.15,3499.8
PANEL_4X4,UV_VISOR_MAGENTA,panels,uv_visor,0.7426,0.5101,-0.0246,10152.0,456.79,3557.6
PANEL_4X4,ROBOT_VACUUMING,panels,robots,0.7502,0.5195,-0.0158,10023.25,456.96,3604.8
PANEL_4X4,ROBOT_MOPPING,panels,robots,0.7218,0.4847,0.1596,8106.83,440.33,3277.0
PANEL_4X4,ROBOT_DISHES,panels,robots,0.7112,0.4713,-0.0742,10622.13,455.17,3312.0
PANEL_4X4,ROBOT_LAUNDRY,panels,robots,0.7351,0.5008,-0.2622,12454.0,427.72,3194.2
PANEL_4X4,ROBOT_IRONING,panels,robots,0.7535,0.5236,-0.0401,10227.37,455.99,3614.4
PANEL_4X4,GALAXY_SOUNDS_DARK_MATTER,panels,galaxy,0.7029,0.4613,0.2505,7317.41,449.47,3194.7
PANEL_4X4,GALAXY_SOUNDS_BLACK_HOLES,panels,galaxy,0.7575,0.5288,0.0182,9669.61,456.7,3647.5
PANEL_4X4,GALAXY_SOUNDS_PLANETARY_RINGS,panels,galaxy,0.7959,0.58,-0.2061,12097.42,428.93,3523.8
PANEL_4X4,GALAXY_SOUNDS_SOLAR_WINDS,panels,galaxy,0.7025,0.4608,0.1639,8167.7,448.35,3247.4
PANEL_4X4,GALAXY_SOUNDS_SOLAR_FLAMES,panels,galaxy,0.5401,0.2964,-0.4567,14944.9,408.19,2217.8
PANEL_4X4,TRANSLATOR_SPACE_GRAY,panels,translators,0.6127,0.3634,0.2396,7618.61,440.88,2831.3
PANEL_4X4,TRANSLATOR_ASTRO_BLACK,panels,translators,0.602,0.3529,0.3191,6883.9,429.49,2670.4
PANEL_4X4,TRANSLATOR_ECLIPSE_CHARCOAL,panels,translators,0.7426,0.51,-0.0987,10846.96,455.69,3536.5
PANEL_4X4,TRANSLATOR_GRAPHITE_MIST,panels,translators,0.2539,0.1019,0.5673,4157.79,358.58,1463.3
PANEL_4X4,TRANSLATOR_VOID_BLUE,panels,translators,0.5533,0.3079,-0.2928,13057.57,424.41,2496.2
PANEL_4X4,SLEEP_POD_SUEDE,panels,sleep_pods,0.7351,0.5008,-0.0541,10495.75,454.43,3490.8
PANEL_4X4,SLEEP_POD_LAMB_WOOL,panels,sleep_pods,0.7396,0.5063,0.087,8947.74,455.62,3520.6
PANEL_4X4,SLEEP_POD_POLYESTER,panels,sleep_pods,0.7376,0.5038,0.0436,9362.62,455.05,3513.5
PANEL_4X4,SLEEP_POD_NYLON,panels,sleep_pods,0.782,0.561,0.0946,8967.5,454.5,3783.3
PANEL_4X4,SLEEP_POD_COTTON,panels,sleep_pods,0.6596,0.412,0.1531,8114.21,436.37,2982.8
PANEL_4X4,MICROCHIP_CIRCLE,panels,microchips,0.5263,0.2847,-0.2715,12380.74,433.56,2527.3
PANEL_4X4,MICROCHIP_OVAL,panels,microchips,0.7454,0.5135,0.0006,9874.15,457.04,3577.8
PANEL_4X4,MICROCHIP_SQUARE,panels,microchips,0.7444,0.5123,-0.0251,10219.34,454.73,3548.2
PANEL_4X4,MICROCHIP_RECTANGLE,panels,microchips,0.7405,0.5074,0.0769,9207.13,453.36,3500.6
PANEL_4X4,MICROCHIP_TRIANGLE,panels,microchips,0.785,0.565,-0.0742,10597.86,452.83,3781.1
